city,timestamp,temperature,season
New York,2010-08-07,29.480503861923786,summer
New York,2010-08-08,20.129706242355947,summer
New York,2010-08-09,11.212008613028123,summer
New York,2010-08-10,33.19233437578777,summer
New York,2010-08-11,33.10531111485783,summer
New York,2010-08-12,22.879356914962173,summer
New York,2010-08-13,23.41625284345821,summer
New York,2010-08-14,26.293583064191026,summer
New York,2010-08-15,26.69969432076019,summer
New York,2010-08-16,28.271418986795883,summer
New York,2010-08-17,22.97728169450773,summer
New York,2010-08-18,18.172596055227977,summer
New York,2010-08-19,28.00071328278984,summer
New York,2010-08-20,12.992267123411256,summer
New York,2010-08-21,26.205292710204123,summer
New York,2010-08-22,25.162302894655273,summer
New York,2010-08-23,23.44242102715129,summer
New York,2010-08-24,19.04104488885544,summer
New York,2010-08-25,21.658769157045345,summer
New York,2010-08-26,18.368382018800517,summer
New York,2010-08-27,22.067317872868067,summer
New York,2010-08-28,26.771728046291347,summer
New York,2010-08-29,25.725298180517676,summer
New York,2010-08-30,26.80676303597641,summer
New York,2010-08-31,21.46754576371488,summer
New York,2010-09-01,16.094233282338784,autumn
New York,2010-09-02,19.06647807288601,autumn
New York,2010-09-03,12.870861091160082,autumn
New York,2010-09-04,21.739172807441875,autumn
New York,2010-09-05,15.177081546896403,autumn
New York,2010-09-06,9.451053125546075,autumn
New York,2010-09-07,15.44981473839094,autumn
New York,2010-09-08,16.132075807435577,autumn
New York,2010-09-09,16.481029496329825,autumn
New York,2010-09-10,19.014960229012306,autumn
New York,2010-09-11,19.944775157070694,autumn
New York,2010-09-12,21.678444995921826,autumn
New York,2010-09-13,16.269481707526484,autumn
New York,2010-09-14,15.573011803125535,autumn
New York,2010-09-15,16.842137020293816,autumn
New York,2010-09-16,10.954472542477337,autumn
New York,2010-09-17,18.891972265670105,autumn
New York,2010-09-18,13.89570792542902,autumn
New York,2010-09-19,18.27735703371971,autumn
New York,2010-09-20,18.34116050058159,autumn
New York,2010-09-21,16.279074066219735,autumn
New York,2010-09-22,11.150134802740457,autumn
New York,2010-09-23,15.130086260789113,autumn
New York,2010-09-24,18.341648713196925,autumn
New York,2010-09-25,30.34724273961091,autumn
New York,2010-09-26,20.013023868223094,autumn
New York,2010-09-27,15.210345626960596,autumn
New York,2010-09-28,17.771577526703766,autumn
New York,2010-09-29,16.822761249195313,autumn
New York,2010-09-30,14.028686829192475,autumn
New York,2010-10-01,9.766036197783475,autumn
New York,2010-10-02,1.0988992656863772,autumn
New York,2010-10-03,8.890174421458218,autumn
New York,2010-10-04,11.741552099481908,autumn
New York,2010-10-05,10.674048378283318,autumn
New York,2010-10-06,10.475756433239292,autumn
New York,2010-10-07,13.58057924919613,autumn
New York,2010-10-08,26.753217929872825,autumn
New York,2010-10-09,7.493180163301037,autumn
New York,2010-10-10,25.12088450269205,autumn
New York,2010-10-11,19.35845467414951,autumn
New York,2010-10-12,14.353425618620964,autumn
New York,2010-10-13,19.07581478483395,autumn
New York,2010-10-14,16.41443162145579,autumn
New York,2010-10-15,15.88366310912397,autumn
New York,2010-10-16,29.22474033676169,autumn
New York,2010-10-17,18.97398885239882,autumn
New York,2010-10-18,26.193316418622384,autumn
New York,2010-10-19,15.598424117241864,autumn
New York,2010-10-20,18.199797324690316,autumn
New York,2010-10-21,10.970629902088529,autumn
New York,2010-10-22,18.525121605408298,autumn
New York,2010-10-23,8.993008242325493,autumn
New York,2010-10-24,12.582217692940917,autumn
New York,2010-10-25,9.322674526193332,autumn
New York,2010-10-26,11.729960673668474,autumn
New York,2010-10-27,9.885928650326074,autumn
New York,2010-10-28,8.892713341145146,autumn
New York,2010-10-29,12.949036161485697,autumn
New York,2010-10-30,10.583194551405319,autumn
New York,2010-10-31,17.25127891622374,autumn
New York,2010-11-01,13.445009248096213,autumn
New York,2010-11-02,22.395803524770567,autumn
New York,2010-11-03,10.508149625400161,autumn
New York,2010-11-04,12.37645045975787,autumn
New York,2010-11-05,22.287770531324544,autumn
New York,2010-11-06,23.072899469963993,autumn
New York,2010-11-07,18.78589686096864,autumn
New York,2010-11-08,11.120383209547615,autumn
New York,2010-11-09,15.516159699681763,autumn
New York,2010-11-10,13.674442613378485,autumn
New York,2010-11-11,25.949992223798336,autumn
New York,2010-11-12,12.543011855986453,autumn
New York,2010-11-13,8.599381612004093,autumn
New York,2010-11-14,17.598865586119047,autumn
New York,2010-11-15,13.9169405437997,autumn
New York,2010-11-16,17.192976227134373,autumn
New York,2010-11-17,14.297305044771253,autumn
New York,2010-11-18,20.862256152618464,autumn
New York,2010-11-19,11.701046276863178,autumn
New York,2010-11-20,12.17551924936315,autumn
New York,2010-11-21,11.453829899001187,autumn
New York,2010-11-22,18.672683612539736,autumn
New York,2010-11-23,18.318948492651806,autumn
New York,2010-11-24,16.214785390595914,autumn
New York,2010-11-25,18.901481928833448,autumn
New York,2010-11-26,17.41304222778273,autumn
New York,2010-11-27,19.270024020266032,autumn
New York,2010-11-28,7.637157506237939,autumn
New York,2010-11-29,23.8187335497258,autumn
New York,2010-11-30,17.507791655277092,autumn
New York,2010-12-01,7.437781770103817,winter
New York,2010-12-02,0.22308526921132404,winter
New York,2010-12-03,-4.839745268666128,winter
New York,2010-12-04,-4.591933697629084,winter
New York,2010-12-05,-0.3456277527045077,winter
New York,2010-12-06,4.203245484753591,winter
New York,2010-12-07,-3.753265192700609,winter
New York,2010-12-08,7.866562620635214,winter
New York,2010-12-09,16.67465029042976,winter
New York,2010-12-10,2.0684113977720746,winter
New York,2010-12-11,6.484549556299381,winter
New York,2010-12-12,-7.400364887986291,winter
New York,2010-12-13,6.368643338350475,winter
New York,2010-12-14,-4.499011068585869,winter
New York,2010-12-15,1.4057070035130945,winter
New York,2010-12-16,5.05365647968382,winter
New York,2010-12-17,-8.04056156072422,winter
New York,2010-12-18,3.690155307321784,winter
New York,2010-12-19,-2.6146059228249454,winter
New York,2010-12-20,-3.2857084776644907,winter
New York,2010-12-21,-0.7266662580574428,winter
New York,2010-12-22,2.7719492153498777,winter
New York,2010-12-23,8.699437267828097,winter
New York,2010-12-24,-0.648482402461611,winter
New York,2010-12-25,5.7727492757763565,winter
New York,2010-12-26,1.0297201146292387,winter
New York,2010-12-27,0.9750448038119864,winter
New York,2010-12-28,-3.562713482167166,winter
New York,2010-12-29,-0.2384261504001159,winter
New York,2010-12-30,0.5523336932088492,winter
New York,2010-12-31,0.26045369361064863,winter
New York,2011-01-01,-10.184569131051934,winter
New York,2011-01-02,2.2641104831000467,winter
New York,2011-01-03,-5.939319102258342,winter
New York,2011-01-04,3.8100568158740384,winter
New York,2011-01-05,-6.733456536376947,winter
New York,2011-01-06,-0.9234642704108019,winter
New York,2011-01-07,2.1933046009009654,winter
New York,2011-01-08,0.09749201594168463,winter
New York,2011-01-09,11.402389017296128,winter
New York,2011-01-10,-3.5545148328573846,winter
New York,2011-01-11,-9.248290391234503,winter
New York,2011-01-12,5.023138290654588,winter
New York,2011-01-13,2.2650766037310985,winter
New York,2011-01-14,-0.8275288667482362,winter
New York,2011-01-15,1.1963626434998988,winter
New York,2011-01-16,4.8872364458410855,winter
New York,2011-01-17,-1.356596883905385,winter
New York,2011-01-18,-2.894691640177159,winter
New York,2011-01-19,1.0870118643862032,winter
New York,2011-01-20,-1.133905480748369,winter
New York,2011-01-21,-1.699211636116373,winter
New York,2011-01-22,-1.8033502936525716,winter
New York,2011-01-23,5.436765916646139,winter
New York,2011-01-24,3.0081904707101836,winter
New York,2011-01-25,-0.7242704962293324,winter
New York,2011-01-26,-1.1317860498002563,winter
New York,2011-01-27,1.6561091920726925,winter
New York,2011-01-28,0.7532977556499569,winter
New York,2011-01-29,-2.6067440250625977,winter
New York,2011-01-30,0.25324583408154383,winter
New York,2011-01-31,7.329352296810726,winter
New York,2011-02-01,-1.4786133890751239,winter
New York,2011-02-02,-2.274234690833376,winter
New York,2011-02-03,4.223229502655633,winter
New York,2011-02-04,-1.0073165065164995,winter
New York,2011-02-05,1.2570179570522868,winter
New York,2011-02-06,-6.736498027374722,winter
New York,2011-02-07,-5.013106110827827,winter
New York,2011-02-08,4.717091996123458,winter
New York,2011-02-09,4.041518254655433,winter
New York,2011-02-10,7.906293282998341,winter
New York,2011-02-11,1.7553239070604763,winter
New York,2011-02-12,3.304547051624092,winter
New York,2011-02-13,4.878153551970193,winter
New York,2011-02-14,-9.661255435447252,winter
New York,2011-02-15,2.5283168167515435,winter
New York,2011-02-16,1.2297754673741994,winter
New York,2011-02-17,0.8266797796995939,winter
New York,2011-02-18,-0.7852548635055877,winter
New York,2011-02-19,1.72517891324664,winter
New York,2011-02-20,-8.18133496425449,winter
New York,2011-02-21,3.13728982601108,winter
New York,2011-02-22,-1.33950945580814,winter
New York,2011-02-23,2.7198028277597937,winter
New York,2011-02-24,-2.912144964165309,winter
New York,2011-02-25,-0.22051686828904316,winter
New York,2011-02-26,5.7189173008429535,winter
New York,2011-02-27,8.181249154727306,winter
New York,2011-02-28,2.7675502364823794,winter
New York,2011-03-01,7.420360045724127,spring
New York,2011-03-02,19.463928688436333,spring
New York,2011-03-03,11.554669790898975,spring
New York,2011-03-04,17.2122924716149,spring
New York,2011-03-05,12.92807574409126,spring
New York,2011-03-06,3.037193345437416,spring
New York,2011-03-07,11.379688261004619,spring
New York,2011-03-08,13.327756137987608,spring
New York,2011-03-09,3.641940076818091,spring
New York,2011-03-10,6.161446970843192,spring
New York,2011-03-11,8.927082621143418,spring
New York,2011-03-12,-5.076922317026309,spring
New York,2011-03-13,8.004218457924164,spring
New York,2011-03-14,14.209660752895182,spring
New York,2011-03-15,4.8024431413962745,spring
New York,2011-03-16,16.22809259051333,spring
New York,2011-03-17,1.177839388181816,spring
New York,2011-03-18,10.05421457568906,spring
New York,2011-03-19,10.322824238149366,spring
New York,2011-03-20,9.426217156589143,spring
New York,2011-03-21,7.909235975339118,spring
New York,2011-03-22,6.144687237994954,spring
New York,2011-03-23,6.530061115351744,spring
New York,2011-03-24,14.419049164442983,spring
New York,2011-03-25,8.150477787474369,spring
New York,2011-03-26,12.590615550964129,spring
New York,2011-03-27,16.78345706039102,spring
New York,2011-03-28,5.304995169000429,spring
New York,2011-03-29,7.589135337495001,spring
New York,2011-03-30,7.692793826799489,spring
New York,2011-03-31,15.160750105516264,spring
New York,2011-04-01,8.408811620275149,spring
New York,2011-04-02,14.959994945383247,spring
New York,2011-04-03,6.466582471939734,spring
New York,2011-04-04,16.350159694003196,spring
New York,2011-04-05,9.793737497767943,spring
New York,2011-04-06,14.754163490545467,spring
New York,2011-04-07,10.967181388517998,spring
New York,2011-04-08,15.061508831508553,spring
New York,2011-04-09,20.45151821605412,spring
New York,2011-04-10,3.445027930213782,spring
New York,2011-04-11,12.492234711471804,spring
New York,2011-04-12,9.145917595561171,spring
New York,2011-04-13,2.871526827036759,spring
New York,2011-04-14,19.158367308963257,spring
New York,2011-04-15,12.451473032914224,spring
New York,2011-04-16,13.517199189215098,spring
New York,2011-04-17,4.634684146285462,spring
New York,2011-04-18,14.61741567372245,spring
New York,2011-04-19,6.655514929493395,spring
New York,2011-04-20,7.708010488462942,spring
New York,2011-04-21,4.196100315194026,spring
New York,2011-04-22,4.933618529462059,spring
New York,2011-04-23,7.14316394411317,spring
New York,2011-04-24,27.78788671127441,spring
New York,2011-04-25,5.699456653412066,spring
New York,2011-04-26,11.801399961184515,spring
New York,2011-04-27,11.100879622036471,spring
New York,2011-04-28,9.509391840044776,spring
New York,2011-04-29,9.941852434866975,spring
New York,2011-04-30,14.256803968120078,spring
New York,2011-05-01,11.20304385246823,spring
New York,2011-05-02,3.3817831429286005,spring
New York,2011-05-03,0.5352382839956449,spring
New York,2011-05-04,4.263387518240732,spring
New York,2011-05-05,6.057720040664326,spring
New York,2011-05-06,8.805269192880209,spring
New York,2011-05-07,18.482064165396938,spring
New York,2011-05-08,10.41379064726382,spring
New York,2011-05-09,14.35294643143171,spring
New York,2011-05-10,11.991622329574252,spring
New York,2011-05-11,9.572990433525899,spring
New York,2011-05-12,8.405664887214217,spring
New York,2011-05-13,12.411558148789949,spring
New York,2011-05-14,15.437207442495527,spring
New York,2011-05-15,7.148404371719793,spring
New York,2011-05-16,0.7503446573502892,spring
New York,2011-05-17,3.568248063032348,spring
New York,2011-05-18,5.672377822136592,spring
New York,2011-05-19,9.85920823173147,spring
New York,2011-05-20,12.37076028758324,spring
New York,2011-05-21,15.215871744154851,spring
New York,2011-05-22,10.791948752957081,spring
New York,2011-05-23,10.209122946721573,spring
New York,2011-05-24,10.326068721287093,spring
New York,2011-05-25,14.9596229347806,spring
New York,2011-05-26,16.397618849467655,spring
New York,2011-05-27,2.026024945348074,spring
New York,2011-05-28,9.52047999273919,spring
New York,2011-05-29,14.2609068446013,spring
New York,2011-05-30,4.895801928355992,spring
New York,2011-05-31,10.248845512980957,spring
New York,2011-06-01,19.002995477135368,summer
New York,2011-06-02,30.739063691325132,summer
New York,2011-06-03,24.202268555222815,summer
New York,2011-06-04,11.56595259403714,summer
New York,2011-06-05,26.357546181517534,summer
New York,2011-06-06,23.56203242536723,summer
New York,2011-06-07,28.813642880065586,summer
New York,2011-06-08,27.909557429828315,summer
New York,2011-06-09,29.0288252608024,summer
New York,2011-06-10,26.517083234790814,summer
New York,2011-06-11,35.70992309988825,summer
New York,2011-06-12,20.954875313981294,summer
New York,2011-06-13,29.118795405472436,summer
New York,2011-06-14,24.411528209176794,summer
New York,2011-06-15,18.246696081729652,summer
New York,2011-06-16,22.475266494621003,summer
New York,2011-06-17,19.405260272692452,summer
New York,2011-06-18,20.465805632702345,summer
New York,2011-06-19,28.764633259756092,summer
New York,2011-06-20,21.920945658208694,summer
New York,2011-06-21,26.48538179953064,summer
New York,2011-06-22,25.940203941636565,summer
New York,2011-06-23,32.06185509219866,summer
New York,2011-06-24,31.08406347443438,summer
New York,2011-06-25,29.114031530350022,summer
New York,2011-06-26,28.74370888723503,summer
New York,2011-06-27,24.842303684534443,summer
New York,2011-06-28,18.78640458967932,summer
New York,2011-06-29,24.57284818093945,summer
New York,2011-06-30,34.56960527294188,summer
New York,2011-07-01,26.36518303287606,summer
New York,2011-07-02,21.06897918293874,summer
New York,2011-07-03,20.042091727896704,summer
New York,2011-07-04,23.91571422374323,summer
New York,2011-07-05,24.532918145534374,summer
New York,2011-07-06,30.392019553902635,summer
New York,2011-07-07,20.606871323023345,summer
New York,2011-07-08,27.009148411064064,summer
New York,2011-07-09,19.555095604827923,summer
New York,2011-07-10,33.4745206593836,summer
New York,2011-07-11,22.8299176323019,summer
New York,2011-07-12,26.304600275609776,summer
New York,2011-07-13,19.84341688462951,summer
New York,2011-07-14,28.950962351121746,summer
New York,2011-07-15,23.14036579696105,summer
New York,2011-07-16,28.972488258162663,summer
New York,2011-07-17,20.619896235110286,summer
New York,2011-07-18,28.441161888669647,summer
New York,2011-07-19,18.923751575628117,summer
New York,2011-07-20,25.933538277870507,summer
New York,2011-07-21,27.61281608581753,summer
New York,2011-07-22,25.74192554319582,summer
New York,2011-07-23,22.705189551100222,summer
New York,2011-07-24,25.067029550779047,summer
New York,2011-07-25,19.452505803574482,summer
New York,2011-07-26,27.664726554334443,summer
New York,2011-07-27,23.939776015601215,summer
New York,2011-07-28,30.10547686209067,summer
New York,2011-07-29,35.82111307768385,summer
New York,2011-07-30,23.655176078203475,summer
New York,2011-07-31,18.295106218252474,summer
New York,2011-08-01,23.31513480063395,summer
New York,2011-08-02,28.057587986963124,summer
New York,2011-08-03,35.04023276848037,summer
New York,2011-08-04,11.830988501532032,summer
New York,2011-08-05,21.579974272307698,summer
New York,2011-08-06,29.203526128238792,summer
New York,2011-08-07,35.249815486161815,summer
New York,2011-08-08,21.087581324458256,summer
New York,2011-08-09,31.43307429465559,summer
New York,2011-08-10,17.971860736714337,summer
New York,2011-08-11,20.837270408567452,summer
New York,2011-08-12,19.93673214951477,summer
New York,2011-08-13,28.812204027033015,summer
New York,2011-08-14,17.817995333372313,summer
New York,2011-08-15,19.382438083913524,summer
New York,2011-08-16,27.51920576856022,summer
New York,2011-08-17,20.289776195666665,summer
New York,2011-08-18,32.10198952912653,summer
New York,2011-08-19,21.839572756976647,summer
New York,2011-08-20,19.950636981136306,summer
New York,2011-08-21,32.68066795838006,summer
New York,2011-08-22,30.05331402475525,summer
New York,2011-08-23,29.62140759967801,summer
New York,2011-08-24,23.23174437513755,summer
New York,2011-08-25,29.85748478220006,summer
New York,2011-08-26,27.10735570807367,summer
New York,2011-08-27,27.389794856741585,summer
New York,2011-08-28,24.416531116353674,summer
New York,2011-08-29,33.07678025890942,summer
New York,2011-08-30,17.228115727529588,summer
New York,2011-08-31,27.06254928791677,summer
New York,2011-09-01,6.437452273441478,autumn
New York,2011-09-02,14.733602321017342,autumn
New York,2011-09-03,11.202711047620804,autumn
New York,2011-09-04,9.152831456040394,autumn
New York,2011-09-05,11.295820467190714,autumn
New York,2011-09-06,12.026460229121898,autumn
New York,2011-09-07,16.54052994463619,autumn
New York,2011-09-08,12.076748511127935,autumn
New York,2011-09-09,7.348418750126755,autumn
New York,2011-09-10,20.199679675940125,autumn
New York,2011-09-11,18.415115335294434,autumn
New York,2011-09-12,11.39423666563405,autumn
New York,2011-09-13,17.535173418170498,autumn
New York,2011-09-14,17.458299702676953,autumn
New York,2011-09-15,15.718874701711487,autumn
New York,2011-09-16,15.926545063717063,autumn
New York,2011-09-17,12.19109636805217,autumn
New York,2011-09-18,15.283686248631483,autumn
New York,2011-09-19,14.360087491319995,autumn
New York,2011-09-20,12.065360650981566,autumn
New York,2011-09-21,19.166860227637265,autumn
New York,2011-09-22,10.086680356457162,autumn
New York,2011-09-23,14.22918424329326,autumn
New York,2011-09-24,24.16650740520736,autumn
New York,2011-09-25,17.22487322416295,autumn
New York,2011-09-26,15.321955045647435,autumn
New York,2011-09-27,10.956996638964194,autumn
New York,2011-09-28,20.571576078955758,autumn
New York,2011-09-29,21.106639958678127,autumn
New York,2011-09-30,23.415519561047528,autumn
New York,2011-10-01,13.494031250905978,autumn
New York,2011-10-02,16.604482906950363,autumn
New York,2011-10-03,17.85757443259612,autumn
New York,2011-10-04,10.537349680651873,autumn
New York,2011-10-05,18.100078341654303,autumn
New York,2011-10-06,12.39778189013174,autumn
New York,2011-10-07,7.27796701263566,autumn
New York,2011-10-08,27.00011009706889,autumn
New York,2011-10-09,22.74515833483083,autumn
New York,2011-10-10,26.596905661243152,autumn
New York,2011-10-11,17.751933247781867,autumn
New York,2011-10-12,13.3704232322614,autumn
New York,2011-10-13,18.066392242822147,autumn
New York,2011-10-14,17.70446236320224,autumn
